MSA,city,state_id,lat,lng,MSA
"Hunnewell, MO",Hunnewell,MO,39.6679,-91.8588,"Hunnewell, MO"
"Petersburg, ND",Petersburg,ND,48.0132,-98.0004,"Petersburg, ND"
"Snowville, UT",Snowville,UT,41.9728,-112.7164,"Snowville, UT"
"De Soto, GA",De Soto,GA,31.9548,-84.0636,"De Soto, GA"
"Beards Fork, WV",Beards Fork,WV,38.0645,-81.2278,"Beards Fork, WV"
"New Paris, PA",New Paris,PA,40.1084,-78.643,"New Paris, PA"
"Alpine Northwest, WY",Alpine Northwest,WY,43.1816,-111.0344,"Alpine Northwest, WY"
"Dry Creek, OK",Dry Creek,OK,35.7275,-94.8704,"Dry Creek, OK"
"Cataract, WI",Cataract,WI,44.0866,-90.8384,"Cataract, WI"
"Oconee, IL",Oconee,IL,39.2863,-89.1066,"Oconee, IL"
"Felton, MN",Felton,MN,47.0749,-96.5058,"Felton, MN"
"Millstone, KY",Millstone,KY,37.1638,-82.7495,"Millstone, KY"
"Kettle River, MN",Kettle River,MN,46.4862,-92.8776,"Kettle River, MN"
"Allen, KS",Allen,KS,38.6552,-96.1696,"Allen, KS"
"Whitesville, VA",Whitesville,VA,37.7816,-75.6636,"Whitesville, VA"
"Boulder Junction, WI",Boulder Junction,WI,46.1126,-89.6452,"Boulder Junction, WI"
"Manley, NE",Manley,NE,40.9199,-96.1664,"Manley, NE"
"Murtaugh, ID",Murtaugh,ID,42.492,-114.1614,"Murtaugh, ID"
"Edna, CA",Edna,CA,35.2108,-120.606,"Edna, CA"
"Junction, UT",Junction,UT,38.2357,-112.2238,"Junction, UT"
"Teresita, OK",Teresita,OK,36.123,-94.9803,"Teresita, OK"
"Loma Mar, CA",Loma Mar,CA,37.2658,-122.3007,"Loma Mar, CA"
"Marcus, WA",Marcus,WA,48.6643,-118.06,"Marcus, WA"
"El Quiote, TX",El Quiote,TX,26.3845,-98.9084,"El Quiote, TX"
"Allen, KY",Allen,KY,37.6119,-82.7292,"Allen, KY"
"Farmington, CA",Farmington,CA,37.9299,-121.0043,"Farmington, CA"
"Lidderdale, IA",Lidderdale,IA,42.1225,-94.7837,"Lidderdale, IA"
"Packwaukee, WI",Packwaukee,WI,43.7653,-89.4599,"Packwaukee, WI"
"Elizabeth, MN",Elizabeth,MN,46.3798,-96.1309,"Elizabeth, MN"
"Star City, IN",Star City,IN,40.9746,-86.5613,"Star City, IN"
"Adin, CA",Adin,CA,41.1964,-120.9494,"Adin, CA"
"Halltown, MO",Halltown,MO,37.1947,-93.6292,"Halltown, MO"
"Syracuse, MO",Syracuse,MO,38.6696,-92.8763,"Syracuse, MO"
"Dickens, IA",Dickens,IA,43.1339,-95.0223,"Dickens, IA"
"Mount Briar, MD",Mount Briar,MD,39.4426,-77.6873,"Mount Briar, MD"
"Tallulah Falls, GA",Tallulah Falls,GA,34.7258,-83.3816,"Tallulah Falls, GA"
"Sparks, OK",Sparks,OK,35.6113,-96.8191,"Sparks, OK"
"Stone Creek, OH",Stone Creek,OH,40.3997,-81.558,"Stone Creek, OH"
"Woodford, SC",Woodford,SC,33.6687,-81.112,"Woodford, SC"
"Lenhartsville, PA",Lenhartsville,PA,40.572,-75.8894,"Lenhartsville, PA"
"Wellersburg, PA",Wellersburg,PA,39.7306,-78.848,"Wellersburg, PA"
"St. James, MI",St. James,MI,45.7474,-85.5173,"St. James, MI"
"Beaver Bay, MN",Beaver Bay,MN,47.2561,-91.3061,"Beaver Bay, MN"
"Parnell, MO",Parnell,MO,40.4384,-94.6223,"Parnell, MO"
"Porter, MN",Porter,MN,44.642,-96.1693,"Porter, MN"
"East Globe, AZ",East Globe,AZ,33.3511,-110.7061,"East Globe, AZ"
"Fernan Lake Village, ID",Fernan Lake Village,ID,47.6726,-116.7472,"Fernan Lake Village, ID"
"Richey, MT",Richey,MT,47.6439,-105.0695,"Richey, MT"
"Hettick, IL",Hettick,IL,39.3557,-90.0372,"Hettick, IL"
"Gargatha, VA",Gargatha,VA,37.7905,-75.5819,"Gargatha, VA"
"Strathmere, NJ",Strathmere,NJ,39.1944,-74.6618,"Strathmere, NJ"
"New Lebanon, PA",New Lebanon,PA,41.4196,-80.0755,"New Lebanon, PA"
"Alexandria, NE",Alexandria,NE,40.2475,-97.3877,"Alexandria, NE"
"Metcalf, IL",Metcalf,IL,39.8004,-87.8078,"Metcalf, IL"
"Glen Acres, NM",Glen Acres,NM,32.3748,-108.7161,"Glen Acres, NM"
"Gildford, MT",Gildford,MT,48.5738,-110.3071,"Gildford, MT"
"West Mineral, KS",West Mineral,KS,37.2839,-94.9266,"West Mineral, KS"
"Christine, ND",Christine,ND,46.5752,-96.8067,"Christine, ND"
"Claremont, IL",Claremont,IL,38.7176,-87.973,"Claremont, IL"
"Adrian, TX",Adrian,TX,35.2742,-102.6671,"Adrian, TX"
"Conway, MI",Conway,MI,45.4188,-84.8634,"Conway, MI"
"Glen Echo Park, MO",Glen Echo Park,MO,38.7009,-90.2965,"Glen Echo Park, MO"
"Leslie, MO",Leslie,MO,38.4179,-91.2312,"Leslie, MO"
"Diamond Bluff, WI",Diamond Bluff,WI,44.649,-92.6189,"Diamond Bluff, WI"
"Sanborn, ND",Sanborn,ND,46.9428,-98.2238,"Sanborn, ND"
"College City, CA",College City,CA,39.0063,-122.0068,"College City, CA"
"Taylor, ND",Taylor,ND,46.9018,-102.4222,"Taylor, ND"
"Ruth, CA",Ruth,CA,40.2943,-123.3483,"Ruth, CA"
"Eagle Rock, MO",Eagle Rock,MO,36.5498,-93.7416,"Eagle Rock, MO"
"Kettlersville, OH",Kettlersville,OH,40.4389,-84.2597,"Kettlersville, OH"
"Moore, ID",Moore,ID,43.7343,-113.3675,"Moore, ID"
"Notchietown, OK",Notchietown,OK,35.5857,-95.0901,"Notchietown, OK"
"Neahkahnie, OR",Neahkahnie,OR,45.7324,-123.9399,"Neahkahnie, OR"
"Garfield, KS",Garfield,KS,38.077,-99.2445,"Garfield, KS"
"Miami, MO",Miami,MO,39.3224,-93.2258,"Miami, MO"
"Louise, MS",Louise,MS,32.9813,-90.5904,"Louise, MS"
"Lambs Grove, IA",Lambs Grove,IA,41.7008,-93.0793,"Lambs Grove, IA"
"Barnes City, IA",Barnes City,IA,41.5071,-92.4696,"Barnes City, IA"
"Griffin, IN",Griffin,IN,38.2043,-87.915,"Griffin, IN"
"Seboyeta, NM",Seboyeta,NM,35.2241,-107.4049,"Seboyeta, NM"
"Glenford, OH",Glenford,OH,39.8863,-82.3202,"Glenford, OH"
"Valley Springs, AR",Valley Springs,AR,36.1537,-92.9896,"Valley Springs, AR"
"Utica, PA",Utica,PA,41.436,-79.9592,"Utica, PA"
"Renick, MO",Renick,MO,39.3419,-92.4109,"Renick, MO"
"Dunreith, IN",Dunreith,IN,39.8028,-85.4366,"Dunreith, IN"
"Tupelo, AR",Tupelo,AR,35.391,-91.2298,"Tupelo, AR"
"Grandin, ND",Grandin,ND,47.2367,-97.0033,"Grandin, ND"
"Round Mountain, TX",Round Mountain,TX,30.4298,-98.3609,"Round Mountain, TX"
"Morgan Heights, CO",Morgan Heights,CO,40.2875,-103.8275,"Morgan Heights, CO"
"Sierra Village, CA",Sierra Village,CA,38.0768,-120.1624,"Sierra Village, CA"
"Sisquoc, CA",Sisquoc,CA,34.8622,-120.2943,"Sisquoc, CA"
"Big Arm, MT",Big Arm,MT,47.7936,-114.2701,"Big Arm, MT"
"Mason City, NE",Mason City,NE,41.2221,-99.2988,"Mason City, NE"
"Hillsboro, VA",Hillsboro,VA,39.1987,-77.7239,"Hillsboro, VA"
"Norris, SD",Norris,SD,43.4721,-101.1928,"Norris, SD"
"Sarahsville, OH",Sarahsville,OH,39.8076,-81.4692,"Sarahsville, OH"
"Linndale, OH",Linndale,OH,41.4449,-81.7669,"Linndale, OH"
"Albrightsville, PA",Albrightsville,PA,41.0117,-75.6068,"Albrightsville, PA"
"Lehigh, KS",Lehigh,KS,38.3745,-97.3022,"Lehigh, KS"
"Binford, ND",Binford,ND,47.5604,-98.3456,"Binford, ND"
"Palisade, MN",Palisade,MN,46.7126,-93.4895,"Palisade, MN"
"Brenton, WV",Brenton,WV,37.6004,-81.635,"Brenton, WV"
"Oakville, IA",Oakville,IA,41.0982,-91.0436,"Oakville, IA"
"Keller, VA",Keller,VA,37.6212,-75.7644,"Keller, VA"
"Eldon, OK",Eldon,OK,35.9305,-94.8179,"Eldon, OK"
"Lodoga, CA",Lodoga,CA,39.3041,-122.5058,"Lodoga, CA"
"White Cloud, KS",White Cloud,KS,39.9743,-95.2989,"White Cloud, KS"
"Tecopa, CA",Tecopa,CA,35.835,-116.2074,"Tecopa, CA"
"Pine Valley, UT",Pine Valley,UT,37.3904,-113.5061,"Pine Valley, UT"
"Twining, MI",Twining,MI,44.1131,-83.8075,"Twining, MI"
"Roslyn, SD",Roslyn,SD,45.4965,-97.4932,"Roslyn, SD"
"Pleasant Plain, OH",Pleasant Plain,OH,39.2784,-84.112,"Pleasant Plain, OH"
"Standing Rock, AL",Standing Rock,AL,33.0863,-85.2449,"Standing Rock, AL"
"Orrville, AL",Orrville,AL,32.3068,-87.2454,"Orrville, AL"
"Marietta, NC",Marietta,NC,34.3681,-79.1249,"Marietta, NC"
"Melvin, MI",Melvin,MI,43.1864,-82.8617,"Melvin, MI"
"El Camino Angosto, TX",El Camino Angosto,TX,26.1115,-97.6438,"El Camino Angosto, TX"
"Fredericksburg, IN",Fredericksburg,IN,38.4353,-86.1969,"Fredericksburg, IN"
"Washington, AR",Washington,AR,33.773,-93.6833,"Washington, AR"
"New Baltimore, PA",New Baltimore,PA,39.9835,-78.7724,"New Baltimore, PA"
"Pilot Mound, IA",Pilot Mound,IA,42.1593,-94.0183,"Pilot Mound, IA"
"Shongaloo, LA",Shongaloo,LA,32.9416,-93.2955,"Shongaloo, LA"
"Newtown, MO",Newtown,MO,40.3762,-93.3336,"Newtown, MO"
"Melvin, TX",Melvin,TX,31.1993,-99.5809,"Melvin, TX"
"Horseshoe Beach, FL",Horseshoe Beach,FL,29.4499,-83.2818,"Horseshoe Beach, FL"
"Sunshine, CO",Sunshine,CO,40.0636,-105.3696,"Sunshine, CO"
"Idledale, CO",Idledale,CO,39.6688,-105.2432,"Idledale, CO"
"Fort Dodge, KS",Fort Dodge,KS,37.7304,-99.937,"Fort Dodge, KS"
"Sauget, IL",Sauget,IL,38.5845,-90.1611,"Sauget, IL"
"Swan Lake, MT",Swan Lake,MT,47.9361,-113.7997,"Swan Lake, MT"
"Old Mill Creek, IL",Old Mill Creek,IL,42.4322,-87.9786,"Old Mill Creek, IL"
"Casa, AR",Casa,AR,35.0253,-93.0448,"Casa, AR"
"Silverstreet, SC",Silverstreet,SC,34.2177,-81.7146,"Silverstreet, SC"
"Soham, NM",Soham,NM,35.4168,-105.4985,"Soham, NM"
"Sedgewickville, MO",Sedgewickville,MO,37.5146,-89.9061,"Sedgewickville, MO"
"Orlando, OK",Orlando,OK,36.1355,-97.3653,"Orlando, OK"
"McDougal, AR",McDougal,AR,36.4365,-90.3907,"McDougal, AR"
"Haverhill, IA",Haverhill,IA,41.9442,-92.9606,"Haverhill, IA"
"Hunter, OK",Hunter,OK,36.5637,-97.6624,"Hunter, OK"
"Tooleville, CA",Tooleville,CA,36.2878,-119.1154,"Tooleville, CA"
"Lavina, MT",Lavina,MT,46.295,-108.9388,"Lavina, MT"
"McIntosh, SD",McIntosh,SD,45.9213,-101.3491,"McIntosh, SD"
"Meadowview Estates, KY",Meadowview Estates,KY,38.2227,-85.6353,"Meadowview Estates, KY"
"Winton, MN",Winton,MN,47.9284,-91.8004,"Winton, MN"
"Utopia, TX",Utopia,TX,29.6188,-99.5153,"Utopia, TX"
"Winstonville, MS",Winstonville,MS,33.9123,-90.7529,"Winstonville, MS"
"Muscotah, KS",Muscotah,KS,39.5535,-95.5204,"Muscotah, KS"
"Burdette, AR",Burdette,AR,35.8153,-89.9457,"Burdette, AR"
"La Tour, MO",La Tour,MO,38.6348,-94.1017,"La Tour, MO"
"Iron City, TN",Iron City,TN,35.0227,-87.5855,"Iron City, TN"
"Woolsey, GA",Woolsey,GA,33.3627,-84.4113,"Woolsey, GA"
"Sedgwick, AR",Sedgwick,AR,35.9753,-90.8678,"Sedgwick, AR"
"Lisbon, LA",Lisbon,LA,32.7893,-92.8672,"Lisbon, LA"
"Bromide, OK",Bromide,OK,34.418,-96.4949,"Bromide, OK"
"San Lorenzo, NM",San Lorenzo,NM,32.8085,-107.9221,"San Lorenzo, NM"
"Delavan, MN",Delavan,MN,43.7677,-94.0174,"Delavan, MN"
"Rondo, AR",Rondo,AR,34.6575,-90.8208,"Rondo, AR"
"Antares, AZ",Antares,AZ,35.4229,-113.8083,"Antares, AZ"
"Monument, PA",Monument,PA,41.1112,-77.7042,"Monument, PA"
"Selfridge, ND",Selfridge,ND,46.0417,-100.9244,"Selfridge, ND"
"Calhoun, IL",Calhoun,IL,38.6511,-88.044,"Calhoun, IL"
"Lohman, MO",Lohman,MO,38.543,-92.3646,"Lohman, MO"
"Wainiha, HI",Wainiha,HI,22.1983,-159.5456,"Wainiha, HI"
"Force, PA",Force,PA,41.2581,-78.5035,"Force, PA"
"Robeline, LA",Robeline,LA,31.6898,-93.3039,"Robeline, LA"
"St. Libory, NE",St. Libory,NE,41.0822,-98.359,"St. Libory, NE"
"Stuart, OK",Stuart,OK,34.9011,-96.0995,"Stuart, OK"
"Falcon Mesa, TX",Falcon Mesa,TX,26.8706,-99.2906,"Falcon Mesa, TX"
"West Glacier, MT",West Glacier,MT,48.4916,-113.9961,"West Glacier, MT"
"Salt Rock, WV",Salt Rock,WV,38.3243,-82.2172,"Salt Rock, WV"
"Troutdale, VA",Troutdale,VA,36.7022,-81.4413,"Troutdale, VA"
"Hessville, OH",Hessville,OH,41.403,-83.243,"Hessville, OH"
"Florissant, CO",Florissant,CO,38.9445,-105.2901,"Florissant, CO"
"Parkdale, MO",Parkdale,MO,38.4801,-90.5283,"Parkdale, MO"
"Pump Back, OK",Pump Back,OK,36.2707,-95.1178,"Pump Back, OK"
"Dargan, MD",Dargan,MD,39.3767,-77.734,"Dargan, MD"
"Gene Autry, OK",Gene Autry,OK,34.3151,-97.0385,"Gene Autry, OK"
"Rebecca, GA",Rebecca,GA,31.8072,-83.4876,"Rebecca, GA"
"Grass Valley, OR",Grass Valley,OR,45.3591,-120.7841,"Grass Valley, OR"
"Butler, IL",Butler,IL,39.1975,-89.5322,"Butler, IL"
"Danbury, WI",Danbury,WI,46.0088,-92.3777,"Danbury, WI"
"Rye, CO",Rye,CO,37.9215,-104.9322,"Rye, CO"
"Coxton, KY",Coxton,KY,36.8581,-83.2681,"Coxton, KY"
"Riverside, OR",Riverside,OR,45.6768,-118.7368,"Riverside, OR"
"Woodbine, KS",Woodbine,KS,38.7956,-96.9594,"Woodbine, KS"
"Barclay, MD",Barclay,MD,39.1448,-75.8655,"Barclay, MD"
"Steen, MN",Steen,MN,43.5143,-96.2631,"Steen, MN"
"Sycamore, KY",Sycamore,KY,38.2468,-85.5612,"Sycamore, KY"
"Smithboro, IL",Smithboro,IL,38.8945,-89.3399,"Smithboro, IL"
"Starrucca, PA",Starrucca,PA,41.8996,-75.4529,"Starrucca, PA"
"Ball Club, MN",Ball Club,MN,47.3311,-93.946,"Ball Club, MN"
"Mansfield, SD",Mansfield,SD,45.2465,-98.5581,"Mansfield, SD"
"French Camp, MS",French Camp,MS,33.2931,-89.3993,"French Camp, MS"
"Elmo, MT",Elmo,MT,47.829,-114.3484,"Elmo, MT"
"Farnam, NE",Farnam,NE,40.7065,-100.2155,"Farnam, NE"
"Burkittsville, MD",Burkittsville,MD,39.3923,-77.6275,"Burkittsville, MD"
"Viola, DE",Viola,DE,39.0429,-75.5714,"Viola, DE"
"Rhame, ND",Rhame,ND,46.2347,-103.655,"Rhame, ND"
"Old Shawneetown, IL",Old Shawneetown,IL,37.6971,-88.1387,"Old Shawneetown, IL"
"Albert, KS",Albert,KS,38.454,-99.0112,"Albert, KS"
"North Lawrence, OH",North Lawrence,OH,40.8417,-81.6347,"North Lawrence, OH"
"Lewisville, OH",Lewisville,OH,39.7671,-81.2182,"Lewisville, OH"
"Mockingbird Valley, KY",Mockingbird Valley,KY,38.27,-85.6815,"Mockingbird Valley, KY"
"Bern, KS",Bern,KS,39.9612,-95.9713,"Bern, KS"
"Soldier, IA",Soldier,IA,41.9842,-95.7802,"Soldier, IA"
"Combs, KY",Combs,KY,37.2684,-83.2148,"Combs, KY"
"Holy Cross, AK",Holy Cross,AK,62.1868,-159.8198,"Holy Cross, AK"
"Burgoon, OH",Burgoon,OH,41.2674,-83.2508,"Burgoon, OH"
"Neskowin, OR",Neskowin,OR,45.1208,-123.9766,"Neskowin, OR"
"Richland, SD",Richland,SD,42.7639,-96.648,"Richland, SD"
"Alvordton, OH",Alvordton,OH,41.6646,-84.4347,"Alvordton, OH"
"Coburn, PA",Coburn,PA,40.8653,-77.4632,"Coburn, PA"
"Banks, AL",Banks,AL,31.8132,-85.8364,"Banks, AL"
"Corning, KS",Corning,KS,39.6566,-96.0289,"Corning, KS"
"Cannelburg, IN",Cannelburg,IN,38.668,-86.9978,"Cannelburg, IN"
"Peever, SD",Peever,SD,45.5422,-96.956,"Peever, SD"
"Mission Hill, SD",Mission Hill,SD,42.9208,-97.2791,"Mission Hill, SD"
"Coffey, MO",Coffey,MO,40.1056,-94.0066,"Coffey, MO"
"Manitou, OK",Manitou,OK,34.5071,-98.9809,"Manitou, OK"
"Evergreen, NC",Evergreen,NC,34.4149,-78.9114,"Evergreen, NC"
"Deming, WA",Deming,WA,48.8381,-122.2313,"Deming, WA"
"Randall, IA",Randall,IA,42.2372,-93.6026,"Randall, IA"
"Golden Valley, ND",Golden Valley,ND,47.2901,-102.0652,"Golden Valley, ND"
"Dundee, IA",Dundee,IA,42.5799,-91.5461,"Dundee, IA"
"West Point, IL",West Point,IL,40.2555,-91.1836,"West Point, IL"
"Vernon, AZ",Vernon,AZ,34.2509,-109.6926,"Vernon, AZ"
"Rose Hill, IA",Rose Hill,IA,41.3203,-92.4637,"Rose Hill, IA"
"Huey, IL",Huey,IL,38.6053,-89.29,"Huey, IL"
"Loomis, MI",Loomis,MI,43.7882,-84.6659,"Loomis, MI"
"Jolly, TX",Jolly,TX,33.8827,-98.3475,"Jolly, TX"
"Corona, NM",Corona,NM,34.2501,-105.597,"Corona, NM"
"Wendell, MN",Wendell,MN,46.0359,-96.1008,"Wendell, MN"
"Bluewater, CA",Bluewater,CA,34.176,-114.264,"Bluewater, CA"
"Volin, SD",Volin,SD,42.9586,-97.1812,"Volin, SD"
"Lime Ridge, WI",Lime Ridge,WI,43.4676,-90.1577,"Lime Ridge, WI"
"Rehrersburg, PA",Rehrersburg,PA,40.4575,-76.2462,"Rehrersburg, PA"
"Scotland, VA",Scotland,VA,37.1812,-76.7966,"Scotland, VA"
"McKnightstown, PA",McKnightstown,PA,39.8701,-77.3303,"McKnightstown, PA"
"Istachatta, FL",Istachatta,FL,28.6634,-82.2726,"Istachatta, FL"
"Westphalia, KS",Westphalia,KS,38.1818,-95.4908,"Westphalia, KS"
"Adamsburg, PA",Adamsburg,PA,40.3124,-79.6542,"Adamsburg, PA"
"Des Arc, MO",Des Arc,MO,37.2837,-90.6354,"Des Arc, MO"
"Weinert, TX",Weinert,TX,33.3234,-99.6736,"Weinert, TX"
"Georgetown, PA",Georgetown,PA,40.6417,-80.4994,"Georgetown, PA"
"Baring, WA",Baring,WA,47.7661,-121.4803,"Baring, WA"
"Buck Creek, IN",Buck Creek,IN,40.4874,-86.7622,"Buck Creek, IN"
"Catlett, VA",Catlett,VA,38.654,-77.637,"Catlett, VA"
"Lookeba, OK",Lookeba,OK,35.363,-98.3638,"Lookeba, OK"
"Barronett, WI",Barronett,WI,45.6363,-91.9942,"Barronett, WI"
"Longstreet, LA",Longstreet,LA,32.0976,-93.9505,"Longstreet, LA"
"Pinion Pines, AZ",Pinion Pines,AZ,35.1466,-113.9058,"Pinion Pines, AZ"
"Rosalie, NE",Rosalie,NE,42.0574,-96.5128,"Rosalie, NE"
"Maeystown, IL",Maeystown,IL,38.2267,-90.233,"Maeystown, IL"
"Streeter, ND",Streeter,ND,46.6576,-99.3568,"Streeter, ND"
"Kingston, MN",Kingston,MN,45.1959,-94.3109,"Kingston, MN"
"Fidelis, FL",Fidelis,FL,30.9343,-87.0246,"Fidelis, FL"
"Kittrell, NC",Kittrell,NC,36.2218,-78.4413,"Kittrell, NC"
"Ogema, WI",Ogema,WI,45.451,-90.2927,"Ogema, WI"
"Butlerville, OH",Butlerville,OH,39.3017,-84.0903,"Butlerville, OH"
"Ferdinand, ID",Ferdinand,ID,46.1519,-116.39,"Ferdinand, ID"
"Whitehorse, SD",Whitehorse,SD,45.2746,-100.9012,"Whitehorse, SD"
"Alexander, IA",Alexander,IA,42.8044,-93.4786,"Alexander, IA"
"Little Sioux, IA",Little Sioux,IA,41.8082,-96.0274,"Little Sioux, IA"
"Mendon, MO",Mendon,MO,39.5906,-93.1336,"Mendon, MO"
"Burr Oak, KS",Burr Oak,KS,39.87,-98.3055,"Burr Oak, KS"
"Junction City, GA",Junction City,GA,32.6032,-84.4574,"Junction City, GA"
"Ward, CO",Ward,CO,40.0726,-105.5136,"Ward, CO"
"Aurora, IA",Aurora,IA,42.6194,-91.7295,"Aurora, IA"
"Blue Eye, MO",Blue Eye,MO,36.5149,-93.383,"Blue Eye, MO"
"Mount Carmel, FL",Mount Carmel,FL,30.9868,-87.121,"Mount Carmel, FL"
"Woolstock, IA",Woolstock,IA,42.5648,-93.8433,"Woolstock, IA"
"Foster, OK",Foster,OK,34.5941,-97.4928,"Foster, OK"
"Golovin, AK",Golovin,AK,64.564,-162.9989,"Golovin, AK"
"St. George, WV",St. George,WV,39.1662,-79.6987,"St. George, WV"
"Hannasville, PA",Hannasville,PA,41.4716,-79.9311,"Hannasville, PA"
"Circleville, KS",Circleville,KS,39.5095,-95.8555,"Circleville, KS"
"Freistatt, MO",Freistatt,MO,37.0213,-93.8977,"Freistatt, MO"
"Allakaket, AK",Allakaket,AK,66.5506,-152.627,"Allakaket, AK"
"St. Louis, OK",St. Louis,OK,35.0812,-96.8598,"St. Louis, OK"
"Reedy, WV",Reedy,WV,38.8996,-81.4264,"Reedy, WV"
"Fultonham, OH",Fultonham,OH,39.8557,-82.1408,"Fultonham, OH"
"Idanha, OR",Idanha,OR,44.7049,-122.0878,"Idanha, OR"
"Patterson, IA",Patterson,IA,41.3485,-93.8771,"Patterson, IA"
"Alder, WA",Alder,WA,46.7872,-122.2666,"Alder, WA"
"Vincent, IA",Vincent,IA,42.5917,-94.0198,"Vincent, IA"
"Venango, NE",Venango,NE,40.7637,-102.0441,"Venango, NE"
"Salamonia, IN",Salamonia,IN,40.386,-84.8652,"Salamonia, IN"
"Ada, KS",Ada,KS,39.1622,-97.886,"Ada, KS"
"Rulo, NE",Rulo,NE,40.0517,-95.4306,"Rulo, NE"
"Palmetto, LA",Palmetto,LA,30.7177,-91.9082,"Palmetto, LA"
"Green Spring, WV",Green Spring,WV,39.5241,-78.6302,"Green Spring, WV"
"Littleton, IL",Littleton,IL,40.234,-90.6223,"Littleton, IL"
"Sparta, OH",Sparta,OH,40.3943,-82.6995,"Sparta, OH"
"Lonepine, MT",Lonepine,MT,47.6945,-114.6408,"Lonepine, MT"
"Rhodell, WV",Rhodell,WV,37.6095,-81.305,"Rhodell, WV"
"Cloverdale, OH",Cloverdale,OH,41.0193,-84.3035,"Cloverdale, OH"
"Seldovia Village, AK",Seldovia Village,AK,59.453,-151.5905,"Seldovia Village, AK"
"Lake Leelanau, MI",Lake Leelanau,MI,44.9806,-85.7157,"Lake Leelanau, MI"
"Wainwright, OK",Wainwright,OK,35.6133,-95.5657,"Wainwright, OK"
"Cordova, SC",Cordova,SC,33.4345,-80.9211,"Cordova, SC"
"Argyle, MO",Argyle,MO,38.2954,-92.0256,"Argyle, MO"
"Miller's Cove, TX",Miller's Cove,TX,33.156,-95.1147,"Miller's Cove, TX"
"Arlington, AZ",Arlington,AZ,33.3346,-112.7747,"Arlington, AZ"
"Moonshine, LA",Moonshine,LA,29.97,-90.8132,"Moonshine, LA"
"Longfellow, PA",Longfellow,PA,40.5063,-77.6665,"Longfellow, PA"
"LaFayette, KY",LaFayette,KY,36.66,-87.6585,"LaFayette, KY"
"Willapa, WA",Willapa,WA,46.6755,-123.6648,"Willapa, WA"
"Lamy, NM",Lamy,NM,35.4854,-105.8863,"Lamy, NM"
"Blanco, NM",Blanco,NM,36.7211,-107.8332,"Blanco, NM"
"Alcalde, NM",Alcalde,NM,36.0854,-106.0575,"Alcalde, NM"
"Burlington, OK",Burlington,OK,36.9001,-98.4234,"Burlington, OK"
"Tabiona, UT",Tabiona,UT,40.3544,-110.7096,"Tabiona, UT"
"Winchester, AR",Winchester,AR,33.7741,-91.4737,"Winchester, AR"
"Oakland Acres, IA",Oakland Acres,IA,41.7204,-92.8211,"Oakland Acres, IA"
"Santa Claus, GA",Santa Claus,GA,32.1712,-82.3298,"Santa Claus, GA"
"Talladega Springs, AL",Talladega Springs,AL,33.1191,-86.4421,"Talladega Springs, AL"
"Bassett, AR",Bassett,AR,35.5356,-90.1294,"Bassett, AR"
"Prestonville, KY",Prestonville,KY,38.6805,-85.1931,"Prestonville, KY"
"Nelson, IL",Nelson,IL,41.7964,-89.6031,"Nelson, IL"
"Frannie, WY",Frannie,WY,44.971,-108.6205,"Frannie, WY"
"Daykin, NE",Daykin,NE,40.3217,-97.2984,"Daykin, NE"
"Fort Green Springs, FL",Fort Green Springs,FL,27.5876,-81.9402,"Fort Green Springs, FL"
"Midvale, ID",Midvale,ID,44.4618,-116.7434,"Midvale, ID"
"Hickory Corners, MI",Hickory Corners,MI,42.4363,-85.3793,"Hickory Corners, MI"
"Winona, KS",Winona,KS,39.0617,-101.2448,"Winona, KS"
"Ulysses, NE",Ulysses,NE,41.0722,-97.2029,"Ulysses, NE"
"Alston, GA",Alston,GA,32.081,-82.4789,"Alston, GA"
"McNeal, AZ",McNeal,AZ,31.6079,-109.6699,"McNeal, AZ"
"Pike, CA",Pike,CA,39.4278,-120.9996,"Pike, CA"
"Ellison Bay, WI",Ellison Bay,WI,45.2551,-87.0729,"Ellison Bay, WI"
"Rew, PA",Rew,PA,41.8992,-78.5388,"Rew, PA"
"Fountain Hill, AR",Fountain Hill,AR,33.3576,-91.8511,"Fountain Hill, AR"
"Redmon, IL",Redmon,IL,39.6447,-87.8616,"Redmon, IL"
"Humboldt River Ranch, NV",Humboldt River Ranch,NV,40.4556,-118.2676,"Humboldt River Ranch, NV"
"Goehner, NE",Goehner,NE,40.8327,-97.2196,"Goehner, NE"
"Bloomville, NY",Bloomville,NY,42.3338,-74.818,"Bloomville, NY"
"Page, NE",Page,NE,42.4,-98.4177,"Page, NE"
"Booneville, KY",Booneville,KY,37.4702,-83.6828,"Booneville, KY"
"Fenwick, WV",Fenwick,WV,38.2289,-80.5807,"Fenwick, WV"
"Rexford, MT",Rexford,MT,48.8998,-115.1714,"Rexford, MT"
"Plainfield, OH",Plainfield,OH,40.205,-81.7181,"Plainfield, OH"
"Hardtner, KS",Hardtner,KS,37.0143,-98.6492,"Hardtner, KS"
"Verdon, NE",Verdon,NE,40.1491,-95.7112,"Verdon, NE"
"Leighton, IA",Leighton,IA,41.3387,-92.7865,"Leighton, IA"
"Garrett, IL",Garrett,IL,39.7973,-88.4246,"Garrett, IL"
"Pine Grove, WA",Pine Grove,WA,48.6502,-118.684,"Pine Grove, WA"
"Templeton, VA",Templeton,VA,37.0811,-77.3563,"Templeton, VA"
"Paradise, MT",Paradise,MT,47.3858,-114.799,"Paradise, MT"
